SMPDB ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C001144,NADH,HMDB0001487,C00004,16908,DB00157,58-68-4,C21H29N7O14P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4R,5R)-5-(3-carbamoyl-1,4-dihydropyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy})phosphinic acid",NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BOPGDPNILDQYTO-NNYOXOHSSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C001134,Dihydroxyacetone phosphate,HMDB0001473,C00111,16108,DB04326,57-04-5,C3H7O6P,(3-hydroxy-2-oxopropoxy)phosphonic acid,OCC(=O)COP(O)(O)=O,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)",GNGACRATGGDKBX-UHFFFAOYSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C000721,NAD,HMDB0000902,C00003,15846,,53-84-9,C21H28N7O14P2,"1-[(2R,3R,4S,5R)-5-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-3,4-dihydroxyoxolan-2-yl]-3-carbamoyl-1λ⁵-pyridin-1-ylium",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,"InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BAWFJGJZGIEFAR-NNYOXOHSSA-O
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C000081,Glycerol 3-phosphate,HMDB0000126,C00093,15978,DB02515,17989-41-2,C3H9O6P,"[(2R)-2,3-dihydroxypropoxy]phosphonic acid",OC[C@@H](O)COP(O)(O)=O,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1",AWUCVROLDVIAJX-GSVOUGTGSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C063870,Isotetracosanoyl-CoA,HMDB0112253,,,,,C45H82N7O17P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-2,2-dimethyl-3-{[2-({2-[(22-methyltricosanoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}propoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CC(C)CCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C45H82N7O17P3S/c1-33(2)23-21-19-17-15-13-11-9-7-5-6-8-10-12-14-16-18-20-22-24-36(54)73-28-27-47-35(53)25-26-48-43(57)40(56)45(3,4)30-66-72(63,64)69-71(61,62)65-29-34-39(68-70(58,59)60)38(55)44(67-34)52-32-51-37-41(46)49-31-50-42(37)52/h31-34,38-40,44,55-56H,5-30H2,1-4H3,(H,47,53)(H,48,57)(H,61,62)(H,63,64)(H2,46,49,50)(H2,58,59,60)/t34-,38-,39-,40+,44-/m1/s1",AMHIRPRFFMCUOP-JBKAVQFISA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C001099,Coenzyme A,HMDB0001423,C00010,1146900,,85-61-0,C21H36N7O16P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS,"InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/t11-,14-,15-,16+,20-/m1/s1",RGJOEKWQDUBAIZ-IBOSZNHHSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C063888,LPA(i-24:0/0:0),HMDB0114770,C00681,16975,,,C27H55O7P,{2-hydroxy-3-[(22-methyltricosanoyl)oxy]propoxy}phosphonic acid,CC(C)CCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(O)=O,"InChI=1S/C27H55O7P/c1-25(2)21-19-17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20-22-27(29)33-23-26(28)24-34-35(30,31)32/h25-26,28H,3-24H2,1-2H3,(H2,30,31,32)",WNSOEOJJSITOMW-UHFFFAOYSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C063867,Isononadecanoyl-CoA,HMDB0112249,,,,,C40H72N7O17P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-2,2-dimethyl-3-{[2-({2-[(17-methyloctadecanoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}propoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CC(C)CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C40H72N7O17P3S/c1-28(2)18-16-14-12-10-8-6-5-7-9-11-13-15-17-19-31(49)68-23-22-42-30(48)20-21-43-38(52)35(51)40(3,4)25-61-67(58,59)64-66(56,57)60-24-29-34(63-65(53,54)55)33(50)39(62-29)47-27-46-32-36(41)44-26-45-37(32)47/h26-29,33-35,39,50-51H,5-25H2,1-4H3,(H,42,48)(H,43,52)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/t29-,33-,34-,35+,39-/m1/s1",AXKMONXYDZCRKO-ZOUGCNRJSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C064331,PA(i-24:0/i-19:0),HMDB0115945,C00416,16337,,,C46H91O8P,[(2R)-2-[(17-methyloctadecanoyl)oxy]-3-[(22-methyltricosanoyl)oxy]propoxy]phosphonic acid,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCC(C)C,"InChI=1S/C46H91O8P/c1-42(2)36-32-28-24-20-16-12-9-7-5-6-8-10-14-18-22-26-30-34-38-45(47)52-40-44(41-53-55(49,50)51)54-46(48)39-35-31-27-23-19-15-11-13-17-21-25-29-33-37-43(3)4/h42-44H,5-41H2,1-4H3,(H2,49,50,51)/t44-/m1/s1",OOWJJNONRSNSJZ-USYZEHPZSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C064614,DG(i-24:0/i-19:0/0:0),HMDB0094562,C00165,,,,C46H90O5,(2S)-3-hydroxy-2-[(17-methyloctadecanoyl)oxy]propyl 22-methyltricosanoate,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC(C)C,"InChI=1S/C46H90O5/c1-42(2)36-32-28-24-20-16-12-9-7-5-6-8-10-14-18-22-26-30-34-38-45(48)50-41-44(40-47)51-46(49)39-35-31-27-23-19-15-11-13-17-21-25-29-33-37-43(3)4/h42-44,47H,5-41H2,1-4H3/t44-/m0/s1",HGKUKFXTMJWRKW-SJARJILFSA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C001104,Phosphate,HMDB0001429,C00009,18367,"",14265-44-2,O4P,phosphate,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C063876,Isooctadecanoyl-CoA,HMDB0112248,,,,,C39H70N7O17P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-2,2-dimethyl-3-{[2-({2-[(16-methylheptadecanoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}propoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CC(C)CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C39H70N7O17P3S/c1-27(2)17-15-13-11-9-7-5-6-8-10-12-14-16-18-30(48)67-22-21-41-29(47)19-20-42-37(51)34(50)39(3,4)24-60-66(57,58)63-65(55,56)59-23-28-33(62-64(52,53)54)32(49)38(61-28)46-26-45-31-35(40)43-25-44-36(31)46/h25-28,32-34,38,49-50H,5-24H2,1-4H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/t28-,32-,33-,34+,38-/m1/s1",ARSPGTDSZGAXMP-LFZQUHGESA-N
SMP0043200,De Novo Triacylglycerol Biosynthesis TG(i-24:0/i-19:0/i-18:0),Metabolic,PW_C076120,TG(i-24:0/i-19:0/i-18:0),HMDB0070444,C00422,,,,C64H124O6,(2S)-3-[(16-methylheptadecanoyl)oxy]-2-[(17-methyloctadecanoyl)oxy]propyl 22-methyltricosanoate,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC(C)C,"InChI=1S/C64H124O6/c1-58(2)50-44-38-32-26-20-14-11-9-7-8-10-12-16-23-29-35-41-47-53-62(65)68-56-61(57-69-63(66)54-48-42-36-30-24-19-18-22-28-34-40-46-52-60(5)6)70-64(67)55-49-43-37-31-25-17-13-15-21-27-33-39-45-51-59(3)4/h58-61H,7-57H2,1-6H3/t61-/m0/s1",MAINHQYZWPZZLA-WMNDHARXSA-N
