SMPDB ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C104583,Acetyl Coenzyme A,,,,,,C23H38N7O17P3S,,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1",ZSLZBFCDCINBPY-ZSJPKINUSA-N
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C104584,2-Oxobutanedioate,,,,,,C4H2O5,,[O-]C(=O)CC(=O)C([O-])=O,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2",KHPXUQMNIQBQEV-UHFFFAOYSA-L
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C104585,Citrate,,,,,,C6H5O7,,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",KRKNYBCHXYNGOX-UHFFFAOYSA-K
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C000964,FAD,HMDB0001248,C00016,16238,DB03147,146-14-5,C27H33N9O15P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-2H,3H,4H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy})phosphinic acid",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,"InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",VWWQXMAJTJZDQX-UYBVJOGSSA-N
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C040558,2Fe-2S,HMDB0061344,"",,"","",Fe2H4S6,"cyclodiferrathiane-2,2,4,4-tetrathiol",S[Fe]1(S)S[Fe](S)(S)S1,InChI=1S/2Fe.4H2S.2S/h;;4*1H2;;/q2*+2;;;;;;/p-4,TUVRTRPESCSNGS-UHFFFAOYSA-J
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C000932,FADH,HMDB0001197,C01352,17877,,1910-41-4,C27H35N9O15P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-1H,2H,3H,4H,5H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy})phosphinic acid",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=C(N2)C(=O)NC(=O)N1,"InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",YPZRHBJKEMOYQH-UYBVJOGSSA-N
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C104587,Lipopolysaccharide,,,,,,C205H366N3O117P5,,CCCCCCCCCCCCCCCC1[C@@H](CP(O)(O)=O)OC(CO[C@@H]2OC(CO[C@@]3(CC(O[C@@]4(CC(O[C@@]5(CC(O)[C@@H](O)C(O5)C(O)CO)C(O)=O)[C@@H](O)C(O4)C(O)CO)C(O)=O)[C@@H](O[C@@H]4OC(C(O)CO)[C@@H](OP(O)(=O)OP(O)(=O)OCCN)C(O[C@H]5OC(C(O)CO[C@H]6OC[C@](O)(C(O)CO)C(O)[C@H]6O)[C@@H](OP(O)(O)=O)C(O[C@H]6OC(CO[C@H]7OC(CO)[C@H](O)C(O)C7O)[C@@H](O)C(O[C@H]7OC(CO)[C@H](O)C(O)C7O[C@H]7OC(CO)[C@@H](O[C@H]8OC(CO)[C@H](O)C(OC9O[C@@H](C)C(O[C@H]%10OC(CO)[C@@H](O)C(O[C@H]%11OC(C)[C@H](O)CC%11O)C%10O[C@H]%10OC(CO)[C@H](O)C(O)C%10O)C(O)[C@H]9O)C8O)C(O)C7O[C@H]7OC(CO)[C@@H](O)C(O)[C@@H]7NC(C)=O)C6O)[C@H]5O)[C@H]4O)C(O3)C(O)CO)C(O)=O)[C@@H](OP(O)(O)=O)C(OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@@H]2NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)CC(O)CCCCCCCCCCC,"InChI=1S/C205H366N3O117P5/c1-10-16-22-28-34-40-42-43-45-50-55-61-67-73-109-130(101-326(269,270)271)292-127(147(245)164(109)302-135(235)78-106(222)70-64-58-52-46-36-30-24-18-12-3)98-283-186-138(208-132(232)79-107(71-65-59-53-47-37-31-25-19-13-4)290-133(233)74-68-62-56-49-39-33-27-21-15-6)173(303-136(236)80-108(72-66-60-54-48-38-32-26-20-14-5)291-134(234)75-69-63-57-51-44-41-35-29-23-17-11-2)172(322-327(272,273)274)129(301-186)100-286-203(199(262)263)84-119(318-205(201(266)267)83-118(144(242)166(320-205)114(227)86-210)317-204(200(264)265)82-112(225)139(237)165(319-204)113(226)85-209)171(169(321-203)116(229)88-212)308-194-161(259)178(182(167(305-194)115(228)87-211)324-330(280,281)325-329(278,279)287-77-76-206)313-195-160(258)177(181(323-328(275,276)277)168(306-195)117(230)97-282-188-162(260)184(261)202(268,102-285-188)131(231)96-220)312-193-159(257)175(148(246)128(300-193)99-284-189-154(252)150(248)141(239)121(90-214)294-189)310-196-179(152(250)143(241)123(92-216)297-196)315-197-180(314-187-137(207-105(9)221)149(247)140(238)120(89-213)293-187)157(255)170(126(95-219)299-197)307-192-158(256)174(145(243)124(93-217)296-192)309-190-156(254)153(251)163(104(8)289-190)304-198-183(316-191-155(253)151(249)142(240)122(91-215)295-191)176(146(244)125(94-218)298-198)311-185-111(224)81-110(223)103(7)288-185/h103-104,106-131,137-198,209-220,222-231,237-261,268H,10-102,206H2,1-9H3,(H,207,221)(H,208,232)(H,262,263)(H,264,265)(H,266,267)(H,278,279)(H,280,281)(H2,269,270,271)(H2,272,273,274)(H2,275,276,277)/t103?,104-,106?,107?,108?,109?,110+,111?,112?,113?,114?,115?,116?,117?,118?,119?,120?,121?,122?,123?,124?,125?,126?,127?,128?,129?,130+,131?,137-,138-,139+,140+,141-,142-,143-,144+,145-,146+,147+,148+,149?,150?,151?,152?,153?,154?,155?,156+,157?,158?,159?,160+,161+,162+,163?,164+,165?,166?,167?,168?,169?,170+,171+,172+,173?,174?,175?,176?,177?,178?,179?,180?,181+,182+,183?,184?,185+,186+,187+,188-,189-,190?,191+,192+,193+,194-,195+,196+,197+,198+,202-,203+,204+,205+/m0/s1",YPXVSQSYDIMPDZ-AUUHBOKRSA-N
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C097007,Phosphate ,,,,,,O4P,,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C000940,Acetyl-CoA,HMDB0001206,C00024,15351,,72-89-9,C23H38N7O17P3S,"{[(2R,3S,4R,5R)-2-({[({[(3R)-3-[(2-{[2-(acetylsulfanyl)ethyl]carbamoyl}ethyl)carbamoyl]-3-hydroxy-2,2-dimethylpropoxy](hydroxy)phosphoryl}oxy)(hydroxy)phosphoryl]oxy}methyl)-5-(6-amino-9H-purin-9-yl)-4-hydroxyoxolan-3-yl]oxy}phosphonic acid",CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1",ZSLZBFCDCINBPY-ZSJPKINUSA-N
SMP0100046,LPS and Citrate Signaling and Inflammation,Protein,PW_C000911,Malonyl-CoA,HMDB0001175,C00083,15531,DB04524,524-14-1,C24H38N7O19P3S,"3-{[2-(3-{3-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido}propanamido)ethyl]sulfanyl}-3-oxopropanoic acid",CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O,"InChI=1S/C24H38N7O19P3S/c1-24(2,19(37)22(38)27-4-3-13(32)26-5-6-54-15(35)7-14(33)34)9-47-53(44,45)50-52(42,43)46-8-12-18(49-51(39,40)41)17(36)23(48-12)31-11-30-16-20(25)28-10-29-21(16)31/h10-12,17-19,23,36-37H,3-9H2,1-2H3,(H,26,32)(H,27,38)(H,33,34)(H,42,43)(H,44,45)(H2,25,28,29)(H2,39,40,41)/t12-,17-,18-,19?,23-/m1/s1",LTYOQGRJFJAKNA-VFLPNFFSSA-N
