SMPDB ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C001144,NADH,HMDB0001487,C00004,16908,DB00157,58-68-4,C21H29N7O14P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4R,5R)-5-(3-carbamoyl-1,4-dihydropyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy})phosphinic acid",NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BOPGDPNILDQYTO-NNYOXOHSSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C001134,Dihydroxyacetone phosphate,HMDB0001473,C00111,16108,DB04326,57-04-5,C3H7O6P,(3-hydroxy-2-oxopropoxy)phosphonic acid,OCC(=O)COP(O)(O)=O,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)",GNGACRATGGDKBX-UHFFFAOYSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C000721,NAD,HMDB0000902,C00003,15846,,53-84-9,C21H28N7O14P2,"1-[(2R,3R,4S,5R)-5-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-3,4-dihydroxyoxolan-2-yl]-3-carbamoyl-1λ⁵-pyridin-1-ylium",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,"InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BAWFJGJZGIEFAR-NNYOXOHSSA-O
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C000081,Glycerol 3-phosphate,HMDB0000126,C00093,15978,DB02515,17989-41-2,C3H9O6P,"[(2R)-2,3-dihydroxypropoxy]phosphonic acid",OC[C@@H](O)COP(O)(O)=O,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1",AWUCVROLDVIAJX-GSVOUGTGSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C062921,Pentadecanoyl-CoA,HMDB0062518,,74574,,,C36H64N7O17P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-2,2-dimethyl-3-[(2-{[2-(pentadecanoylsulfanyl)ethyl]carbamoyl}ethyl)carbamoyl]propoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C36H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-27(45)64-20-19-38-26(44)17-18-39-34(48)31(47)36(2,3)22-57-63(54,55)60-62(52,53)56-21-25-30(59-61(49,50)51)29(46)35(58-25)43-24-42-28-32(37)40-23-41-33(28)43/h23-25,29-31,35,46-47H,4-22H2,1-3H3,(H,38,44)(H,39,48)(H,52,53)(H,54,55)(H2,37,40,41)(H2,49,50,51)/t25-,29-,30-,31+,35-/m1/s1",VLBCUOVMSMAIJC-VTINEICCSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C001099,Coenzyme A,HMDB0001423,C00010,1146900,,85-61-0,C21H36N7O16P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS,"InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/t11-,14-,15-,16+,20-/m1/s1",RGJOEKWQDUBAIZ-IBOSZNHHSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C055364,LPA(15:0/0:0),,C00681,16975,,,C18H37O7P,[2-hydroxy-3-(pentadecanoyloxy)propoxy]phosphonic acid,CCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(O)=O,"InChI=1S/C18H37O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18(20)24-15-17(19)16-25-26(21,22)23/h17,19H,2-16H2,1H3,(H2,21,22,23)",RZDCKQARKXMIQI-UHFFFAOYSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C062923,Meadoyl-CoA,HMDB0062237,,,,,C41H68N7O17P3S,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-3-{[2-({2-[(5Z,8Z,11Z)-icosa-5,8,11-trienoylsulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}-2,2-dimethylpropoxy]phosphoryl}oxy)phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid",CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h11-12,14-15,17-18,28-30,34-36,40,51-52H,4-10,13,16,19-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b12-11-,15-14-,18-17-/t30-,34-,35-,36+,40-/m1/s1",XVHUACBAJILXGX-LQHPWBDPSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C062237,"PA(15:0/20:3(5Z,8Z,11Z))",HMDB0114820,C00416,16337,,,C38H69O8P,"[(2R)-2-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyloxy]-3-(pentadecanoyloxy)propoxy]phosphonic acid",[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,"InChI=1S/C38H69O8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-38(40)46-36(35-45-47(41,42)43)34-44-37(39)32-30-28-26-24-22-16-14-12-10-8-6-4-2/h17-18,20-21,25,27,36H,3-16,19,22-24,26,28-35H2,1-2H3,(H2,41,42,43)/b18-17-,21-20-,27-25-/t36-/m1/s1",QAILTPMANOZZIV-NLMUWFDISA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C003132,"DG(15:0/20:3(5Z,8Z,11Z)/0:0)",HMDB0007081,C00165,,,,C38H68O5,"(2S)-1-hydroxy-3-(pentadecanoyloxy)propan-2-yl (5Z,8Z,11Z)-icosa-5,8,11-trienoate",[H][C@](CO)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,"InChI=1S/C38H68O5/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-38(41)43-36(34-39)35-42-37(40)32-30-28-26-24-22-16-14-12-10-8-6-4-2/h17-18,20-21,25,27,36,39H,3-16,19,22-24,26,28-35H2,1-2H3/b18-17-,21-20-,27-25-/t36-/m0/s1",WTCOHNVDJSHMGH-UCGLMYNGSA-N
SMP0017226,"De Novo Triacylglycerol Biosynthesis TG(15:0/20:3(5Z,8Z,11Z)/15:0)",Metabolic,PW_C001104,Phosphate,HMDB0001429,C00009,18367,"",14265-44-2,O4P,phosphate,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
